"timestamp_utc","app","process_cpu_usage","system_cpu_usage","jvm_threads_live_threads","jvm_gc_overhead_percent","ws_active_connections","market_ws_queue_delay_seconds_max","ws_push_duration_seconds_max","hikaricp_master_active","hikaricp_slave_active","jvm_heap_used_bytes","jvm_gc_pause_count_total","jvm_gc_pause_sum_seconds"
"2026-04-25T17:42:32.2462503Z","app-1","0.0539104661242066","0.219475943035453","779","0.00086","0","0.298","0.000252511","0","1","1548230296","203","6.749"
"2026-04-25T17:42:32.4904649Z","app-2","0.0593987685621152","0.223703839270185","481","0.00209","0","0.3","0.000797783","0","1","364044168","145","1.144"
"2026-04-25T17:42:37.6856490Z","app-1","0.151167315175097","0.566220786645286","779","0.00086","0","0.298","0.000252511","0","0","2739412632","203","6.749"
"2026-04-25T17:42:37.8527704Z","app-2","0.157873859579532","0.553670269234654","482","0.00218333333333333","0","0.3","0.000797783","0","1","209309664","149","1.172"
"2026-04-25T17:42:43.0448612Z","app-1","0.130041724617524","0.456418447157365","779","0.00086","0","0.298","0.001649135","0","0","3813154456","203","6.749"
"2026-04-25T17:42:43.2172913Z","app-2","0.138852996720008","0.459715219924033","481","0.00232666666666667","0","0.3","0.000797783","0","0","297729768","152","1.215"
"2026-04-25T17:42:48.4157301Z","app-1","0.135498654976587","0.470721570622584","779","0.000776666666666667","0","0.298","0.001649135","0","1","1774811432","204","6.759"
"2026-04-25T17:42:48.7422628Z","app-2","0.138808789897584","0.46866792419132","481","0.00243333333333333","0","0.3","0.000797783","0","1","385666656","155","1.247"
"2026-04-25T17:42:53.9748007Z","app-1","0.13953488372093","0.540451330255531","779","0.000776666666666667","0","0.298","0.001649135","0","0","2911467808","204","6.759"
"2026-04-25T17:42:54.1606221Z","app-2","0.145036712119767","0.544402918365538","481","0.00251666666666667","0","0.3","0.000797783","0","1","201098176","159","1.272"
"2026-04-25T17:42:59.3863750Z","app-1","0.138356705510567","0.486798126717917","779","0.000833333333333333","0","0.298","0.001649135","0","0","899085480","205","6.776"
"2026-04-25T17:42:59.5541039Z","app-2","0.150222222222222","0.483380275830275","481","0.00258","0","0.3","0.001121928","0","1","331899392","162","1.291"
"2026-04-25T17:43:04.8131755Z","app-1","0.133765468473777","0.464012004457667","779","0.000833333333333333","0","0.298","0.001649135","0","1","1989604520","205","6.776"
"2026-04-25T17:43:04.9946211Z","app-2","0.136670251246456","0.46716258468449","481","0.00263666666666667","0","0.3","0.001121928","0","1","440288160","165","1.308"
"2026-04-25T17:43:10.2199838Z","app-1","0.141035700274617","0.536395085465943","779","0.000833333333333333","0","0.298","0.001649135","0","0","3088512168","205","6.776"
"2026-04-25T17:43:10.4113028Z","app-2","0.142112509834776","0.537614109803181","481","0.0027","0","0.3","0.001121928","0","0","192829680","169","1.327"
"2026-04-25T17:43:15.5764391Z","app-1","0.0650665124349335","0.239413554084108","780","0.000833333333333333","0","0.298","0.001649135","0","0","3637965992","205","6.776"
"2026-04-25T17:43:15.7085786Z","app-2","0.0594668489405332","0.218913090502573","481","0.00271333333333333","0","0.3","0.001121928","0","0","349213384","170","1.331"
"2026-04-25T17:43:20.8604907Z","app-1","0.00166015625","0.0140555461538951","778","0.000833333333333333","0","0.298","0.001649135","0","0","3654743208","205","6.776"
"2026-04-25T17:43:20.9663407Z","app-2","0.00136785539814362","0.0147448130149886","477","0.0022","0","0.3","0.001121928","0","0","357601992","170","1.331"
"2026-04-25T17:43:26.1455113Z","app-1","0.00177008555413512","0.0700248586885589","778","0.000833333333333333","0","0.298","0.001649135","0","0","3675714728","205","6.776"
"2026-04-25T17:43:26.2692268Z","app-2","0.00225534418513434","0.0723088163247922","477","0.0022","0","0.3","0.001121928","0","0","361796296","170","1.331"
